,video,frame,path,number_of_cells,centers_x,centers_y,radius,index_trajectoriessplit,number_of_cells_corrected
3148,E09,221,E09/Frame221.png,2,"[296, 197]","[243, 228]","[80, 79]",,2
3149,E09,222,E09/Frame222.png,2,"[296, 197]","[243, 228]","[80, 79]",,2
3150,E09,223,E09/Frame223.png,2,"[296, 197]","[243, 227]","[80, 80]",,2
3151,E09,224,E09/Frame224.png,2,"[296, 197]","[243, 227]","[80, 81]",,2
3152,E09,225,E09/Frame225.png,2,"[296, 197]","[243, 227]","[80, 81]",,2
3153,E09,226,E09/Frame226.png,2,"[296, 197]","[244, 227]","[80, 81]",,2
3154,E09,227,E09/Frame227.png,2,"[296, 197]","[244, 228]","[80, 81]",,2
3155,E09,228,E09/Frame228.png,2,"[295, 197]","[244, 229]","[80, 80]",,2
3156,E09,229,E09/Frame229.png,2,"[295, 196]","[244, 231]","[81, 79]",,2
3157,E09,230,E09/Frame230.png,2,"[295, 196]","[243, 232]","[81, 79]",,2
3158,E09,231,E09/Frame231.png,2,"[295, 196]","[243, 232]","[80, 78]",,2
3159,E09,232,E09/Frame232.png,2,"[296, 195]","[242, 232]","[79, 77]",,2
3160,E09,233,E09/Frame233.png,2,"[297, 195]","[243, 231]","[73, 79]",,2
3161,E09,234,E09/Frame234.png,3,"[196, 287, 290]","[229, 188, 293]","[79, 60, 60]",,3
3162,E09,235,E09/Frame235.png,3,"[197, 290, 291]","[228, 187, 292]","[79, 59, 58]",,3
3163,E09,236,E09/Frame236.png,3,"[197, 292, 288]","[227, 187, 293]","[79, 60, 59]",,3
3164,E09,237,E09/Frame237.png,3,"[197, 294, 287]","[226, 186, 293]","[80, 60, 59]",,3
3165,E09,238,E09/Frame238.png,3,"[197, 297, 286]","[226, 187, 293]","[79, 60, 60]",,3
3166,E09,239,E09/Frame239.png,3,"[196, 299, 285]","[226, 188, 292]","[78, 60, 62]",,3
3167,E09,240,E09/Frame240.png,3,"[195, 301, 285]","[226, 189, 291]","[78, 59, 63]",,3
3168,E09,241,E09/Frame241.png,3,"[194, 304, 285]","[227, 190, 290]","[77, 59, 64]",,3
3169,E09,242,E09/Frame242.png,3,"[194, 305, 285]","[226, 191, 289]","[77, 59, 64]",,3
3170,E09,243,E09/Frame243.png,3,"[194, 307, 285]","[227, 192, 288]","[76, 59, 65]",,3
3171,E09,244,E09/Frame244.png,3,"[193, 307, 285]","[227, 192, 288]","[76, 59, 65]",,3
3172,E09,245,E09/Frame245.png,3,"[194, 307, 284]","[226, 193, 288]","[77, 59, 65]",,3
3173,E09,246,E09/Frame246.png,3,"[195, 307, 284]","[225, 193, 288]","[77, 60, 65]",,3
3174,E09,247,E09/Frame247.png,3,"[196, 307, 284]","[225, 194, 288]","[78, 60, 64]",,3
3175,E09,248,E09/Frame248.png,3,"[200, 306, 284]","[224, 194, 288]","[80, 61, 64]",,3
3176,E09,249,E09/Frame249.png,4,"[305, 285, 207, 189]","[195, 288, 192, 257]","[62, 64, 60, 62]",,4
3177,E09,250,E09/Frame250.png,4,"[303, 285, 209, 187]","[195, 288, 190, 254]","[63, 63, 61, 62]",,4
3178,E09,251,E09/Frame251.png,4,"[302, 286, 212, 187]","[195, 287, 189, 252]","[63, 63, 62, 63]",,4
3179,E09,252,E09/Frame252.png,4,"[300, 286, 214, 186]","[195, 287, 189, 250]","[64, 64, 63, 63]",,4
3180,E09,253,E09/Frame253.png,4,"[299, 285, 216, 185]","[195, 287, 188, 249]","[64, 64, 64, 64]",,4
3181,E09,254,E09/Frame254.png,4,"[298, 284, 218, 184]","[196, 287, 189, 247]","[65, 64, 63, 64]",,4
3182,E09,255,E09/Frame255.png,4,"[297, 283, 219, 183]","[196, 287, 190, 246]","[65, 63, 63, 64]",,4
3183,E09,256,E09/Frame256.png,4,"[297, 282, 221, 183]","[196, 288, 190, 244]","[65, 63, 63, 64]",,4
3184,E09,257,E09/Frame257.png,4,"[296, 281, 223, 182]","[196, 288, 191, 243]","[65, 63, 63, 63]",,4
3185,E09,258,E09/Frame258.png,4,"[295, 280, 225, 181]","[196, 289, 191, 242]","[65, 63, 63, 63]",,4
3186,E09,259,E09/Frame259.png,4,"[294, 279, 227, 181]","[196, 289, 191, 241]","[64, 63, 64, 63]",,4
3187,E09,260,E09/Frame260.png,4,"[294, 278, 229, 181]","[196, 289, 191, 241]","[64, 63, 64, 63]",,4
3188,E09,261,E09/Frame261.png,4,"[293, 277, 231, 180]","[196, 289, 192, 240]","[64, 63, 64, 62]",,4
3189,E09,262,E09/Frame262.png,4,"[293, 276, 232, 180]","[196, 289, 192, 240]","[64, 63, 64, 62]",,4
3190,E09,263,E09/Frame263.png,4,"[293, 275, 234, 180]","[197, 289, 192, 240]","[64, 63, 64, 61]",,4
3191,E09,264,E09/Frame264.png,4,"[293, 275, 235, 179]","[197, 289, 192, 239]","[64, 63, 64, 61]",,4
3192,E09,265,E09/Frame265.png,4,"[293, 274, 236, 179]","[197, 290, 192, 239]","[64, 63, 63, 61]",,4
3193,E09,266,E09/Frame266.png,4,"[293, 273, 237, 179]","[197, 290, 191, 239]","[64, 63, 63, 61]",,4
3194,E09,267,E09/Frame267.png,4,"[293, 273, 238, 179]","[198, 290, 191, 239]","[64, 63, 63, 61]",,4
3195,E09,268,E09/Frame268.png,4,"[293, 272, 239, 179]","[198, 290, 191, 238]","[64, 63, 63, 62]",,4
3196,E09,269,E09/Frame269.png,4,"[293, 272, 239, 180]","[199, 290, 191, 238]","[64, 63, 63, 61]",,4
3197,E09,270,E09/Frame270.png,4,"[293, 272, 240, 180]","[200, 289, 191, 238]","[64, 64, 63, 62]",,4
3198,E09,271,E09/Frame271.png,4,"[293, 272, 241, 180]","[200, 289, 192, 237]","[64, 63, 63, 62]",,4
3199,E09,272,E09/Frame272.png,4,"[293, 271, 242, 180]","[201, 290, 192, 237]","[64, 63, 63, 62]",,4
3200,E09,273,E09/Frame273.png,4,"[293, 271, 242, 179]","[201, 290, 192, 236]","[64, 63, 62, 61]",,4
3201,E09,274,E09/Frame274.png,4,"[293, 271, 243, 179]","[202, 290, 191, 236]","[63, 63, 62, 62]",,4
3202,E09,275,E09/Frame275.png,4,"[294, 271, 244, 179]","[202, 290, 191, 236]","[63, 63, 62, 61]",,4
3203,E09,276,E09/Frame276.png,4,"[294, 271, 244, 179]","[202, 290, 190, 237]","[63, 63, 62, 61]",,4
3204,E09,277,E09/Frame277.png,4,"[294, 271, 244, 179]","[202, 290, 190, 237]","[63, 63, 62, 61]",,4
3205,E09,278,E09/Frame278.png,4,"[294, 271, 244, 179]","[202, 290, 190, 238]","[63, 63, 62, 61]",,4
3206,E09,279,E09/Frame279.png,4,"[295, 271, 244, 180]","[202, 290, 190, 238]","[63, 63, 62, 61]",,4
3207,E09,280,E09/Frame280.png,4,"[295, 271, 244, 180]","[202, 290, 190, 238]","[62, 63, 61, 61]",,4
3208,E09,281,E09/Frame281.png,4,"[295, 271, 244, 180]","[202, 290, 190, 238]","[63, 63, 61, 61]",,4
3209,E09,282,E09/Frame282.png,4,"[295, 271, 244, 180]","[203, 291, 189, 237]","[62, 63, 61, 61]",,4
3210,E09,283,E09/Frame283.png,4,"[295, 271, 244, 180]","[203, 291, 189, 237]","[63, 63, 62, 60]",,4
3211,E09,284,E09/Frame284.png,4,"[294, 271, 245, 179]","[204, 291, 190, 237]","[64, 63, 62, 60]",,4
3212,E09,285,E09/Frame285.png,4,"[293, 270, 245, 179]","[205, 290, 189, 237]","[65, 64, 63, 60]",,4
3213,E09,286,E09/Frame286.png,4,"[293, 270, 246, 178]","[205, 290, 189, 237]","[65, 64, 63, 60]",,4
3214,E09,287,E09/Frame287.png,4,"[292, 270, 247, 178]","[205, 289, 189, 237]","[65, 63, 64, 59]",,4
3215,E09,288,E09/Frame288.png,4,"[292, 270, 248, 178]","[205, 289, 189, 236]","[65, 63, 64, 60]",,4
3216,E09,289,E09/Frame289.png,4,"[293, 270, 248, 179]","[204, 289, 189, 235]","[64, 63, 64, 60]",,4
3217,E09,290,E09/Frame290.png,4,"[293, 270, 249, 179]","[204, 290, 189, 235]","[64, 63, 64, 60]",,4
3218,E09,291,E09/Frame291.png,4,"[294, 270, 249, 179]","[203, 290, 189, 235]","[63, 63, 63, 61]",,4
3219,E09,292,E09/Frame292.png,4,"[295, 270, 248, 179]","[203, 290, 189, 235]","[63, 63, 63, 61]",,4
3220,E09,293,E09/Frame293.png,4,"[295, 270, 248, 179]","[203, 290, 189, 235]","[63, 63, 63, 61]",,4
3221,E09,294,E09/Frame294.png,4,"[295, 270, 248, 179]","[203, 290, 189, 234]","[63, 64, 63, 61]",,4
3222,E09,295,E09/Frame295.png,4,"[296, 270, 248, 180]","[203, 289, 189, 234]","[63, 64, 63, 61]",,4
3223,E09,296,E09/Frame296.png,4,"[295, 270, 249, 180]","[203, 289, 189, 234]","[64, 64, 63, 61]",,4
3224,E09,297,E09/Frame297.png,4,"[295, 270, 249, 180]","[203, 289, 189, 234]","[64, 64, 63, 61]",,4
3225,E09,298,E09/Frame298.png,4,"[295, 270, 249, 180]","[203, 289, 189, 234]","[64, 64, 63, 61]",,4
3226,E09,299,E09/Frame299.png,4,"[295, 269, 250, 179]","[204, 289, 189, 234]","[64, 64, 63, 61]",,4
3227,E09,300,E09/Frame300.png,4,"[294, 269, 250, 179]","[204, 289, 189, 234]","[64, 64, 63, 60]",,4
3228,E09,301,E09/Frame301.png,4,"[295, 269, 250, 178]","[205, 289, 189, 234]","[64, 63, 63, 60]",,4
3229,E09,302,E09/Frame302.png,4,"[295, 269, 250, 178]","[205, 290, 189, 235]","[63, 63, 64, 61]",,4
3230,E09,303,E09/Frame303.png,4,"[295, 270, 250, 179]","[205, 290, 190, 235]","[63, 63, 64, 61]",,4
3231,E09,304,E09/Frame304.png,4,"[295, 270, 250, 179]","[205, 290, 190, 235]","[64, 63, 64, 61]",,4
3232,E09,305,E09/Frame305.png,4,"[295, 271, 249, 180]","[205, 290, 191, 235]","[63, 63, 64, 61]",,4
3233,E09,306,E09/Frame306.png,4,"[295, 271, 249, 181]","[205, 290, 191, 236]","[63, 63, 64, 61]",,4
3234,E09,307,E09/Frame307.png,4,"[294, 272, 249, 182]","[204, 290, 192, 236]","[64, 63, 64, 61]",,4
3235,E09,308,E09/Frame308.png,4,"[294, 272, 248, 182]","[204, 290, 192, 236]","[64, 63, 64, 61]",,4
3236,E09,309,E09/Frame309.png,4,"[295, 272, 248, 183]","[203, 290, 192, 235]","[64, 63, 65, 62]",,4
3237,E09,310,E09/Frame310.png,4,"[296, 271, 248, 182]","[202, 290, 192, 235]","[63, 63, 65, 63]",,4
3238,E09,311,E09/Frame311.png,4,"[297, 271, 247, 182]","[202, 290, 192, 234]","[63, 63, 64, 62]",,4
3239,E09,312,E09/Frame312.png,4,"[298, 270, 246, 182]","[201, 290, 193, 234]","[62, 64, 64, 63]",,4
3240,E09,313,E09/Frame313.png,4,"[298, 269, 245, 181]","[201, 290, 194, 234]","[62, 64, 64, 62]",,4
3241,E09,314,E09/Frame314.png,4,"[299, 269, 245, 181]","[200, 290, 194, 234]","[62, 64, 64, 61]",,4
3242,E09,315,E09/Frame315.png,4,"[298, 269, 244, 181]","[199, 290, 194, 234]","[62, 64, 64, 62]",,4
3243,E09,316,E09/Frame316.png,4,"[298, 269, 244, 182]","[199, 290, 193, 233]","[62, 64, 64, 62]",,4
3244,E09,317,E09/Frame317.png,3,"[270, 244, 182]","[291, 192, 233]","[63, 65, 63]",,5
3245,E09,318,E09/Frame318.png,3,"[270, 244, 183]","[291, 190, 232]","[63, 65, 63]",,5
3246,E09,319,E09/Frame319.png,3,"[270, 245, 184]","[291, 189, 231]","[62, 64, 64]",,5
3247,E09,320,E09/Frame320.png,3,"[269, 246, 185]","[291, 188, 230]","[62, 64, 64]",,5
3248,E09,321,E09/Frame321.png,3,"[269, 248, 184]","[291, 187, 230]","[62, 63, 63]",,5
3249,E09,322,E09/Frame322.png,2,"[250, 183]","[187, 230]","[63, 62]",,6
3250,E09,323,E09/Frame323.png,2,"[251, 182]","[187, 229]","[63, 62]",,6
3251,E09,324,E09/Frame324.png,2,"[253, 181]","[187, 229]","[63, 61]",,6
3252,E09,325,E09/Frame325.png,2,"[254, 179]","[186, 230]","[63, 60]",,6
3253,E09,326,E09/Frame326.png,2,"[256, 178]","[187, 231]","[63, 60]",,6
3254,E09,327,E09/Frame327.png,2,"[258, 178]","[187, 232]","[62, 61]",,6
3255,E09,328,E09/Frame328.png,2,"[260, 178]","[187, 233]","[63, 62]",,6
3256,E09,329,E09/Frame329.png,2,"[262, 178]","[186, 234]","[63, 62]",,6
3257,E09,330,E09/Frame330.png,2,"[263, 177]","[186, 235]","[62, 62]",,6
3258,E09,331,E09/Frame331.png,2,"[264, 177]","[186, 236]","[63, 61]",,6
3259,E09,332,E09/Frame332.png,1,[175],[238],[59],,7
3260,E09,333,E09/Frame333.png,1,[174],[239],[59],,7
3261,E09,334,E09/Frame334.png,0,[],[],[],,8
3262,E09,335,E09/Frame335.png,0,[],[],[],,8
3263,E10,1,E10/Frame001.png,1,[250],[233],[112],,1
3264,E10,2,E10/Frame002.png,1,[252],[233],[112],,1
3265,E10,3,E10/Frame003.png,1,[254],[233],[112],,1
3266,E10,4,E10/Frame004.png,1,[254],[234],[111],,1
3267,E10,5,E10/Frame005.png,1,[255],[235],[111],,1
3268,E10,6,E10/Frame006.png,1,[255],[236],[110],,1
3269,E10,7,E10/Frame007.png,1,[255],[237],[110],,1
3270,E10,8,E10/Frame008.png,1,[255],[238],[110],,1
3271,E10,9,E10/Frame009.png,1,[255],[239],[109],,1
3272,E10,10,E10/Frame010.png,1,[255],[239],[109],,1
3273,E10,11,E10/Frame011.png,1,[255],[240],[109],,1
3274,E10,12,E10/Frame012.png,1,[254],[240],[108],,1
3275,E10,13,E10/Frame013.png,1,[254],[241],[108],,1
3276,E10,14,E10/Frame014.png,1,[254],[240],[108],,1
3277,E10,15,E10/Frame015.png,1,[254],[240],[109],,1
3278,E10,16,E10/Frame016.png,1,[254],[240],[109],,1
3279,E10,17,E10/Frame017.png,1,[254],[239],[108],,1
3280,E10,18,E10/Frame018.png,1,[254],[239],[108],,1
3281,E10,19,E10/Frame019.png,1,[255],[239],[108],,1
3282,E10,20,E10/Frame020.png,1,[255],[239],[108],,1
3283,E10,21,E10/Frame021.png,1,[256],[238],[108],,1
3284,E10,22,E10/Frame022.png,1,[256],[238],[109],,1
3285,E10,23,E10/Frame023.png,1,[256],[238],[109],,1
3286,E10,24,E10/Frame024.png,1,[256],[238],[109],,1
3287,E10,25,E10/Frame025.png,1,[256],[239],[109],,1
3288,E10,26,E10/Frame026.png,1,[255],[239],[109],,1
3289,E10,27,E10/Frame027.png,1,[255],[239],[108],,1
3290,E10,28,E10/Frame028.png,1,[255],[239],[108],,1
3291,E10,29,E10/Frame029.png,1,[255],[239],[109],,1
3292,E10,30,E10/Frame030.png,1,[255],[239],[109],,1
3293,E10,31,E10/Frame031.png,1,[255],[239],[109],,1
3294,E10,32,E10/Frame032.png,1,[255],[238],[109],,1
3295,E10,33,E10/Frame033.png,1,[255],[238],[109],,1
3296,E10,34,E10/Frame034.png,1,[255],[238],[109],,1
3297,E10,35,E10/Frame035.png,1,[255],[237],[109],,1
3298,E10,36,E10/Frame036.png,1,[255],[236],[109],,1
3299,E10,37,E10/Frame037.png,1,[254],[236],[109],,1
3300,E10,38,E10/Frame038.png,1,[254],[236],[109],,1
3301,E10,39,E10/Frame039.png,1,[254],[235],[108],,1
3302,E10,40,E10/Frame040.png,1,[254],[235],[108],,1
3303,E10,41,E10/Frame041.png,1,[253],[235],[108],,1
3304,E10,42,E10/Frame042.png,1,[253],[234],[108],,1
3305,E10,43,E10/Frame043.png,1,[252],[234],[107],,1
3306,E10,44,E10/Frame044.png,1,[252],[233],[107],,1
3307,E10,45,E10/Frame045.png,1,[252],[233],[107],,1
3308,E10,46,E10/Frame046.png,1,[253],[233],[107],,1
3309,E10,47,E10/Frame047.png,1,[253],[233],[107],,1
3310,E10,48,E10/Frame048.png,1,[254],[233],[107],,1
3311,E10,49,E10/Frame049.png,1,[254],[234],[107],,1
3312,E10,50,E10/Frame050.png,1,[254],[233],[107],,1
3313,E10,51,E10/Frame051.png,1,[255],[234],[107],,1
3314,E10,52,E10/Frame052.png,1,[255],[234],[106],,1
3315,E10,53,E10/Frame053.png,1,[254],[234],[106],,1
3316,E10,54,E10/Frame054.png,1,[254],[234],[106],,1
3317,E10,55,E10/Frame055.png,1,[254],[235],[106],,1
3318,E10,56,E10/Frame056.png,1,[254],[234],[106],,1
3319,E10,57,E10/Frame057.png,1,[253],[234],[106],,1
3320,E10,58,E10/Frame058.png,1,[254],[234],[106],,1
3321,E10,59,E10/Frame059.png,1,[254],[234],[106],,1
3322,E10,60,E10/Frame060.png,1,[254],[234],[105],,1
3323,E10,61,E10/Frame061.png,1,[253],[235],[105],,1
3324,E10,62,E10/Frame062.png,1,[253],[236],[105],,1
3325,E10,63,E10/Frame063.png,1,[252],[237],[105],,1
3326,E10,64,E10/Frame064.png,1,[251],[237],[106],,1
3327,E10,65,E10/Frame065.png,1,[250],[238],[106],,1
3328,E10,66,E10/Frame066.png,1,[250],[238],[107],,1
3329,E10,67,E10/Frame067.png,1,[250],[238],[107],,1
3330,E10,68,E10/Frame068.png,1,[250],[238],[107],,1
3331,E10,69,E10/Frame069.png,1,[250],[239],[107],,1
3332,E10,70,E10/Frame070.png,1,[250],[240],[107],,1
3333,E10,71,E10/Frame071.png,1,[249],[241],[107],,1
3334,E10,72,E10/Frame072.png,1,[249],[242],[107],,1
3335,E10,73,E10/Frame073.png,1,[249],[243],[106],,1
3336,E10,74,E10/Frame074.png,1,[248],[245],[105],,1
3337,E10,75,E10/Frame075.png,1,[250],[247],[103],,1
3338,E10,76,E10/Frame076.png,2,"[280, 231]","[174, 294]","[79, 78]",,2
3339,E10,77,E10/Frame077.png,2,"[279, 230]","[175, 292]","[79, 76]",,2
3340,E10,78,E10/Frame078.png,2,"[278, 230]","[173, 290]","[77, 75]",,2
3341,E10,79,E10/Frame079.png,2,"[277, 229]","[172, 288]","[76, 75]",,2
3342,E10,80,E10/Frame080.png,2,"[277, 228]","[170, 285]","[74, 76]",,2
3343,E10,81,E10/Frame081.png,2,"[277, 226]","[169, 284]","[74, 77]",,2
3344,E10,82,E10/Frame082.png,2,"[278, 224]","[169, 282]","[74, 78]",,2
3345,E10,83,E10/Frame083.png,2,"[279, 222]","[170, 280]","[76, 79]",,2
3346,E10,84,E10/Frame084.png,2,"[281, 220]","[172, 279]","[76, 79]",,2
3347,E10,85,E10/Frame085.png,2,"[283, 218]","[173, 278]","[76, 79]",,2
3348,E10,86,E10/Frame086.png,2,"[285, 217]","[173, 277]","[77, 79]",,2
3349,E10,87,E10/Frame087.png,2,"[287, 216]","[173, 276]","[76, 79]",,2
3350,E10,88,E10/Frame088.png,2,"[288, 215]","[173, 276]","[76, 79]",,2
3351,E10,89,E10/Frame089.png,2,"[289, 214]","[174, 275]","[76, 79]",,2
3352,E10,90,E10/Frame090.png,2,"[290, 214]","[175, 275]","[76, 80]",,2
3353,E10,91,E10/Frame091.png,2,"[291, 213]","[178, 275]","[76, 80]",,2
3354,E10,92,E10/Frame092.png,2,"[292, 213]","[180, 275]","[77, 80]",,2
3355,E10,93,E10/Frame093.png,2,"[293, 213]","[183, 274]","[78, 80]",,2
3356,E10,94,E10/Frame094.png,2,"[294, 213]","[185, 275]","[79, 80]",,2
3357,E10,95,E10/Frame095.png,2,"[295, 213]","[187, 275]","[80, 80]",,2
3358,E10,96,E10/Frame096.png,2,"[296, 213]","[188, 275]","[80, 80]",,2
3359,E10,97,E10/Frame097.png,2,"[296, 213]","[189, 274]","[80, 80]",,2
3360,E10,98,E10/Frame098.png,2,"[297, 213]","[190, 274]","[80, 80]",,2
3361,E10,99,E10/Frame099.png,2,"[297, 212]","[191, 274]","[80, 80]",,2
3362,E10,100,E10/Frame100.png,2,"[297, 212]","[192, 273]","[80, 80]",,2
3363,E10,101,E10/Frame101.png,2,"[296, 212]","[192, 272]","[80, 80]",,2
3364,E10,102,E10/Frame102.png,2,"[296, 213]","[193, 272]","[80, 81]",,2
3365,E10,103,E10/Frame103.png,2,"[296, 213]","[193, 272]","[81, 81]",,2
3366,E10,104,E10/Frame104.png,2,"[296, 213]","[193, 271]","[81, 81]",,2
3367,E10,105,E10/Frame105.png,2,"[296, 213]","[194, 271]","[81, 81]",,2
3368,E10,106,E10/Frame106.png,2,"[297, 213]","[194, 271]","[81, 81]",,2
3369,E10,107,E10/Frame107.png,2,"[297, 214]","[194, 271]","[81, 80]",,2
3370,E10,108,E10/Frame108.png,2,"[297, 214]","[195, 271]","[81, 80]",,2
3371,E10,109,E10/Frame109.png,2,"[297, 215]","[195, 271]","[81, 80]",,2
3372,E10,110,E10/Frame110.png,2,"[297, 215]","[195, 270]","[81, 80]",,2
3373,E10,111,E10/Frame111.png,2,"[298, 216]","[194, 270]","[81, 80]",,2
3374,E10,112,E10/Frame112.png,2,"[298, 217]","[194, 270]","[80, 80]",,2
3375,E10,113,E10/Frame113.png,2,"[298, 217]","[194, 270]","[81, 80]",,2
3376,E10,114,E10/Frame114.png,2,"[298, 218]","[193, 269]","[81, 81]",,2
3377,E10,115,E10/Frame115.png,2,"[299, 219]","[193, 269]","[81, 81]",,2
3378,E10,116,E10/Frame116.png,2,"[299, 219]","[192, 269]","[81, 80]",,2
3379,E10,117,E10/Frame117.png,2,"[299, 220]","[192, 269]","[82, 80]",,2
3380,E10,118,E10/Frame118.png,2,"[300, 220]","[191, 268]","[82, 80]",,2
3381,E10,119,E10/Frame119.png,2,"[300, 221]","[191, 268]","[81, 80]",,2
3382,E10,120,E10/Frame120.png,2,"[300, 221]","[190, 267]","[81, 80]",,2
3383,E10,121,E10/Frame121.png,2,"[300, 221]","[189, 266]","[82, 80]",,2
3384,E10,122,E10/Frame122.png,2,"[300, 222]","[189, 266]","[81, 80]",,2
3385,E10,123,E10/Frame123.png,2,"[301, 222]","[188, 265]","[81, 80]",,2
3386,E10,124,E10/Frame124.png,2,"[301, 223]","[187, 264]","[81, 80]",,2
3387,E10,125,E10/Frame125.png,2,"[302, 223]","[186, 264]","[81, 80]",,2
3388,E10,126,E10/Frame126.png,2,"[302, 224]","[186, 263]","[81, 80]",,2
3389,E10,127,E10/Frame127.png,2,"[303, 224]","[185, 263]","[81, 79]",,2
3390,E10,128,E10/Frame128.png,2,"[303, 224]","[185, 263]","[81, 79]",,2
3391,E10,129,E10/Frame129.png,2,"[303, 224]","[184, 262]","[81, 80]",,2
3392,E10,130,E10/Frame130.png,2,"[303, 224]","[184, 262]","[82, 80]",,2
3393,E10,131,E10/Frame131.png,2,"[303, 225]","[184, 261]","[81, 80]",,2
3394,E10,132,E10/Frame132.png,2,"[303, 225]","[183, 261]","[81, 81]",,2
3395,E10,133,E10/Frame133.png,2,"[304, 226]","[183, 261]","[81, 81]",,2
3396,E10,134,E10/Frame134.png,2,"[304, 226]","[184, 261]","[81, 81]",,2
3397,E10,135,E10/Frame135.png,2,"[304, 227]","[184, 262]","[81, 80]",,2
3398,E10,136,E10/Frame136.png,2,"[304, 227]","[184, 262]","[81, 80]",,2
3399,E10,137,E10/Frame137.png,2,"[304, 227]","[184, 262]","[82, 79]",,2
3400,E10,138,E10/Frame138.png,2,"[304, 227]","[183, 262]","[82, 79]",,2
3401,E10,139,E10/Frame139.png,2,"[304, 226]","[183, 262]","[82, 79]",,2
3402,E10,140,E10/Frame140.png,2,"[304, 226]","[183, 261]","[82, 79]",,2
3403,E10,141,E10/Frame141.png,2,"[304, 226]","[183, 261]","[81, 79]",,2
3404,E10,142,E10/Frame142.png,2,"[305, 226]","[183, 260]","[81, 80]",,2
3405,E10,143,E10/Frame143.png,2,"[305, 227]","[183, 259]","[81, 80]",,2
3406,E10,144,E10/Frame144.png,2,"[305, 227]","[183, 259]","[80, 81]",,2
3407,E10,145,E10/Frame145.png,2,"[305, 227]","[182, 258]","[80, 81]",,2
3408,E10,146,E10/Frame146.png,2,"[305, 227]","[182, 258]","[80, 81]",,2
3409,E10,147,E10/Frame147.png,2,"[305, 227]","[182, 257]","[80, 81]",,2
3410,E10,148,E10/Frame148.png,2,"[305, 227]","[182, 257]","[81, 81]",,2
3411,E10,149,E10/Frame149.png,2,"[304, 227]","[181, 257]","[81, 81]",,2
3412,E10,150,E10/Frame150.png,2,"[304, 227]","[181, 257]","[81, 81]",,2
3413,E10,151,E10/Frame151.png,2,"[304, 228]","[180, 257]","[81, 81]",,2
3414,E10,152,E10/Frame152.png,2,"[305, 228]","[179, 257]","[81, 80]",,2
3415,E10,153,E10/Frame153.png,2,"[305, 228]","[179, 257]","[80, 80]",,2
3416,E10,154,E10/Frame154.png,2,"[306, 228]","[178, 257]","[80, 80]",,2
3417,E10,155,E10/Frame155.png,2,"[306, 228]","[179, 256]","[80, 80]",,2
3418,E10,156,E10/Frame156.png,2,"[306, 229]","[179, 256]","[81, 80]",,2
3419,E10,157,E10/Frame157.png,2,"[306, 229]","[179, 256]","[81, 81]",,2
3420,E10,158,E10/Frame158.png,2,"[306, 229]","[179, 256]","[81, 81]",,2
3421,E10,159,E10/Frame159.png,2,"[306, 229]","[178, 256]","[81, 81]",,2
3422,E10,160,E10/Frame160.png,2,"[306, 229]","[178, 256]","[81, 81]",,2
3423,E10,161,E10/Frame161.png,2,"[306, 228]","[178, 256]","[81, 81]",,2
3424,E10,162,E10/Frame162.png,2,"[306, 228]","[179, 256]","[81, 81]",,2
3425,E10,163,E10/Frame163.png,2,"[307, 228]","[179, 256]","[81, 81]",,2
3426,E10,164,E10/Frame164.png,2,"[307, 228]","[179, 256]","[81, 81]",,2
3427,E10,165,E10/Frame165.png,2,"[307, 227]","[179, 256]","[82, 81]",,2
3428,E10,166,E10/Frame166.png,2,"[307, 227]","[179, 256]","[82, 81]",,2
3429,E10,167,E10/Frame167.png,2,"[307, 227]","[179, 256]","[82, 81]",,2
3430,E10,168,E10/Frame168.png,2,"[307, 228]","[179, 256]","[82, 81]",,2
3431,E10,169,E10/Frame169.png,2,"[306, 228]","[179, 256]","[82, 82]",,2
3432,E10,170,E10/Frame170.png,2,"[306, 228]","[179, 256]","[82, 81]",,2
3433,E10,171,E10/Frame171.png,2,"[306, 228]","[179, 256]","[81, 81]",,2
3434,E10,172,E10/Frame172.png,2,"[307, 228]","[179, 256]","[81, 81]",,2
3435,E10,173,E10/Frame173.png,2,"[307, 228]","[179, 257]","[81, 81]",,2
3436,E10,174,E10/Frame174.png,2,"[307, 228]","[180, 257]","[81, 81]",,2
3437,E10,175,E10/Frame175.png,2,"[307, 228]","[179, 257]","[81, 81]",,2
3438,E10,176,E10/Frame176.png,2,"[307, 228]","[179, 257]","[81, 81]",,2
3439,E10,177,E10/Frame177.png,2,"[306, 228]","[179, 257]","[81, 81]",,2
3440,E10,178,E10/Frame178.png,2,"[306, 228]","[178, 256]","[81, 81]",,2
3441,E10,179,E10/Frame179.png,2,"[306, 228]","[178, 256]","[81, 81]",,2
3442,E10,180,E10/Frame180.png,2,"[306, 228]","[177, 256]","[81, 81]",,2
3443,E10,181,E10/Frame181.png,2,"[306, 228]","[177, 256]","[80, 81]",,2
3444,E10,182,E10/Frame182.png,2,"[306, 228]","[177, 256]","[80, 81]",,2
3445,E10,183,E10/Frame183.png,2,"[306, 228]","[177, 256]","[80, 81]",,2
3446,E10,184,E10/Frame184.png,2,"[307, 228]","[177, 256]","[80, 81]",,2
3447,E10,185,E10/Frame185.png,2,"[307, 228]","[177, 256]","[80, 81]",,2
3448,E10,186,E10/Frame186.png,2,"[308, 228]","[177, 256]","[80, 81]",,2
